Date,whole-bldg-elec-W,out-temp-F
5/1/1987 2:00,0,47
5/1/1987 3:00,0,47
5/1/1987 4:00,0,48
5/1/1987 5:00,0,47
5/1/1987 6:00,0,47
5/1/1987 7:00,0,48
5/1/1987 8:00,0,53
5/1/1987 9:00,0,54
5/1/1987 10:00,0,53
5/1/1987 11:00,0,55
5/1/1987 12:00,0,55
5/1/1987 13:00,0,48
5/1/1987 14:00,0,53
5/1/1987 15:00,4,51
5/1/1987 16:00,0,49
5/1/1987 17:00,0,50
5/1/1987 18:00,0,49
5/1/1987 19:00,0,48
5/1/1987 20:00,0,45
5/1/1987 21:00,0,46
5/1/1987 22:00,0,46
5/1/1987 23:00,0,43
5/2/1987 0:00,0,44
5/2/1987 1:00,0,44
5/2/1987 2:00,0,44
5/2/1987 3:00,0,44
5/2/1987 4:00,0,44
5/2/1987 5:00,0,44
5/2/1987 6:00,0,44
5/2/1987 7:00,0,44
5/2/1987 8:00,129,45
5/2/1987 9:00,1540,47
5/2/1987 10:00,1051,49
5/2/1987 11:00,717,49
5/2/1987 12:00,675,50
5/2/1987 13:00,621,52
5/2/1987 14:00,401,52
5/2/1987 15:00,348,51
5/2/1987 16:00,323,53
5/2/1987 17:00,353,52
5/2/1987 18:00,353,51
5/2/1987 19:00,121,50
5/2/1987 20:00,0,50
5/2/1987 21:00,0,48
5/2/1987 22:00,0,48
5/2/1987 23:00,0,48
5/3/1987 0:00,0,49
5/3/1987 1:00,0,49
5/3/1987 2:00,0,49
5/3/1987 3:00,0,49
5/3/1987 4:00,0,49
5/3/1987 5:00,0,49
5/3/1987 6:00,0,49
5/3/1987 7:00,0,50
5/3/1987 8:00,0,51
5/3/1987 9:00,0,53
5/3/1987 10:00,0,56
5/3/1987 11:00,0,56
5/3/1987 12:00,0,61
5/3/1987 13:00,0,61
5/3/1987 14:00,0,64
5/3/1987 15:00,0,64
5/3/1987 16:00,0,66
5/3/1987 17:00,0,66
5/3/1987 18:00,0,65
5/3/1987 19:00,0,60
5/3/1987 20:00,0,59
5/3/1987 21:00,0,56
5/3/1987 22:00,0,55
5/3/1987 23:00,0,55
5/4/1987 0:00,0,54
5/4/1987 1:00,0,54
5/4/1987 2:00,0,53
5/4/1987 3:00,0,52
5/4/1987 4:00,0,53
5/4/1987 5:00,0,53
5/4/1987 6:00,0,53
5/4/1987 7:00,0,53
5/4/1987 8:00,0,57
5/4/1987 9:00,0,59
5/4/1987 10:00,0,61
5/4/1987 11:00,0,62
5/4/1987 12:00,3473,65
5/4/1987 13:00,2912,66
5/4/1987 14:00,1961,67
5/4/1987 15:00,3743,70
5/4/1987 16:00,3740,70
5/4/1987 17:00,3725,68
5/4/1987 18:00,3616,66
5/4/1987 19:00,3534,61
5/4/1987 20:00,3203,56
5/4/1987 21:00,0,54
5/4/1987 22:00,0,53
5/4/1987 23:00,0,54
5/5/1987 0:00,0,54
5/5/1987 1:00,0,51
5/5/1987 2:00,0,52
5/5/1987 3:00,0,51
5/5/1987 4:00,0,50
5/5/1987 5:00,0,49
5/5/1987 6:00,0,51
5/5/1987 7:00,0,54
5/5/1987 8:00,0,58
5/5/1987 9:00,0,61
5/5/1987 10:00,,64
5/5/1987 11:00,,66
5/5/1987 12:00,742,69
5/5/1987 13:00,3710,70
5/5/1987 14:00,3771,72
5/5/1987 15:00,3804,72
5/5/1987 16:00,3771,72
5/5/1987 17:00,3771,70
5/5/1987 18:00,3727,68
5/5/1987 19:00,3650,64
5/5/1987 20:00,466,61
5/5/1987 21:00,0,60
5/5/1987 22:00,0,59
5/5/1987 23:00,0,59
5/6/1987 0:00,0,58
5/6/1987 1:00,0,57
5/6/1987 2:00,0,54
5/6/1987 3:00,0,53
5/6/1987 4:00,0,53
5/6/1987 5:00,0,53
5/6/1987 6:00,0,54
5/6/1987 7:00,0,57
5/6/1987 8:00,0,60
5/6/1987 9:00,0,64
5/6/1987 10:00,3234,66
5/6/1987 11:00,3788,70
5/6/1987 12:00,3788,72
5/6/1987 13:00,3761,73
5/6/1987 14:00,3821,75
5/6/1987 15:00,3916,76
5/6/1987 16:00,3667,77
5/6/1987 17:00,1855,75
5/6/1987 18:00,3063,72
5/6/1987 19:00,3821,69
5/6/1987 20:00,3778,64
5/6/1987 21:00,3727,66
5/6/1987 22:00,3572,65
5/6/1987 23:00,3140,64
5/7/1987 0:00,3030,63
5/7/1987 1:00,2459,62
5/7/1987 2:00,2658,61
5/7/1987 3:00,2071,60
5/7/1987 4:00,2563,59
5/7/1987 5:00,2271,55
5/7/1987 6:00,1994,59
5/7/1987 7:00,2287,62
5/7/1987 8:00,2752,65
5/7/1987 9:00,3096,69
5/7/1987 10:00,975,73
5/7/1987 11:00,2975,75
5/7/1987 12:00,2802,76
5/7/1987 13:00,3899,79
5/7/1987 14:00,1423,80
5/7/1987 15:00,2847,80
5/7/1987 16:00,4038,80
5/7/1987 17:00,4038,76
5/7/1987 18:00,3994,74
5/7/1987 19:00,3933,73
5/7/1987 20:00,2708,68
5/7/1987 21:00,0,68
5/7/1987 22:00,0,70
5/7/1987 23:00,0,69
5/8/1987 0:00,0,68
5/8/1987 1:00,0,65
5/8/1987 2:00,0,64
5/8/1987 3:00,0,60
5/8/1987 4:00,0,62
5/8/1987 5:00,0,61
5/8/1987 6:00,0,62
5/8/1987 7:00,0,65
5/8/1987 8:00,0,68
5/8/1987 9:00,0,71
5/8/1987 10:00,1147,74
5/8/1987 11:00,3994,76
5/8/1987 12:00,4070,77
5/8/1987 13:00,4070,81
5/8/1987 14:00,4149,81
5/8/1987 15:00,4183,82
5/8/1987 16:00,4210,84
5/8/1987 17:00,4149,83
5/8/1987 18:00,4165,81
5/8/1987 19:00,4054,77
5/8/1987 20:00,776,71
5/8/1987 21:00,0,67
5/8/1987 22:00,0,66
5/8/1987 23:00,0,68
5/9/1987 0:00,0,66
5/9/1987 1:00,0,61
5/9/1987 2:00,0,60
5/9/1987 3:00,0,58
5/9/1987 4:00,0,60
5/9/1987 5:00,0,56
5/9/1987 6:00,0,59
5/9/1987 7:00,0,62
5/9/1987 8:00,0,65
5/9/1987 9:00,0,69
5/9/1987 10:00,0,72
5/9/1987 11:00,1639,74
5/9/1987 12:00,3916,75
5/9/1987 13:00,3916,77
5/9/1987 14:00,4038,79
5/9/1987 15:00,4087,80
5/9/1987 16:00,4054,80
5/9/1987 17:00,3967,80
5/9/1987 18:00,4011,78
5/9/1987 19:00,3916,74
5/9/1987 20:00,0,67
5/9/1987 21:00,0,61
5/9/1987 22:00,0,59
5/9/1987 23:00,0,58
5/10/1987 0:00,0,56
5/10/1987 1:00,0,54
5/10/1987 2:00,0,53
5/10/1987 3:00,0,55
5/10/1987 4:00,0,54
5/10/1987 5:00,0,53
5/10/1987 6:00,0,52
5/10/1987 7:00,0,53
5/10/1987 8:00,0,57
5/10/1987 9:00,0,61
5/10/1987 10:00,0,64
5/10/1987 11:00,3047,66
5/10/1987 12:00,3727,68
5/10/1987 13:00,3727,71
5/10/1987 14:00,3882,74
5/10/1987 15:00,3994,76
5/10/1987 16:00,3977,77
5/10/1987 17:00,3994,77
5/10/1987 18:00,3899,75
5/10/1987 19:00,3854,72
5/10/1987 20:00,2880,68
5/10/1987 21:00,0,65
5/10/1987 22:00,0,61
5/10/1987 23:00,0,57
5/11/1987 0:00,0,54
5/11/1987 1:00,0,53
5/11/1987 2:00,0,53
5/11/1987 3:00,0,53
5/11/1987 4:00,0,52
5/11/1987 5:00,0,51
5/11/1987 6:00,0,53
5/11/1987 7:00,0,53
5/11/1987 8:00,0,56
5/11/1987 9:00,0,60
5/11/1987 10:00,0,64
5/11/1987 11:00,0,63
5/11/1987 12:00,0,64
5/11/1987 13:00,0,63
5/11/1987 14:00,2347,62
5/11/1987 15:00,3633,63
5/11/1987 16:00,2165,64
5/11/1987 17:00,0,59
5/11/1987 18:00,0,58
5/11/1987 19:00,0,56
5/11/1987 20:00,0,57
5/11/1987 21:00,0,57
5/11/1987 22:00,0,57
5/11/1987 23:00,0,56
5/12/1987 0:00,0,56
5/12/1987 1:00,0,55
5/12/1987 2:00,0,55
5/12/1987 3:00,0,55
5/12/1987 4:00,0,54
5/12/1987 5:00,0,51
5/12/1987 6:00,0,50
5/12/1987 7:00,0,51
5/12/1987 8:00,0,53
5/12/1987 9:00,0,55
5/12/1987 10:00,0,56
5/12/1987 11:00,0,54
5/12/1987 12:00,0,55
5/12/1987 13:00,0,55
5/12/1987 14:00,0,56
5/12/1987 15:00,0,58
5/12/1987 16:00,0,57
5/12/1987 17:00,0,56
5/12/1987 18:00,0,53
5/12/1987 19:00,0,52
5/12/1987 20:00,0,52
5/12/1987 21:00,0,50
5/12/1987 22:00,0,49
5/12/1987 23:00,0,48
5/13/1987 0:00,0,47
5/13/1987 1:00,0,48
5/13/1987 2:00,0,48
5/13/1987 3:00,0,48
5/13/1987 4:00,0,49
5/13/1987 5:00,0,49
5/13/1987 6:00,0,49
5/13/1987 7:00,0,52
5/13/1987 8:00,0,55
5/13/1987 9:00,0,56
5/13/1987 10:00,0,59
5/13/1987 11:00,0,57
5/13/1987 12:00,0,62
5/13/1987 13:00,0,64
5/13/1987 14:00,0,65
5/13/1987 15:00,0,66
5/13/1987 16:00,0,66
5/13/1987 17:00,0,66
5/13/1987 18:00,0,63
5/13/1987 19:00,0,63
5/13/1987 20:00,0,56
5/13/1987 21:00,0,54
5/13/1987 22:00,0,55
5/13/1987 23:00,0,55
5/14/1987 0:00,0,55
5/14/1987 1:00,0,55
5/14/1987 2:00,0,55
5/14/1987 3:00,0,55
5/14/1987 4:00,0,56
5/14/1987 5:00,0,56
5/14/1987 6:00,0,55
5/14/1987 7:00,0,55
5/14/1987 8:00,0,56
5/14/1987 9:00,0,56
5/14/1987 10:00,0,58
5/14/1987 11:00,0,60
5/14/1987 12:00,0,60
5/14/1987 13:00,0,60
5/14/1987 14:00,0,62
5/14/1987 15:00,0,63
5/14/1987 16:00,0,63
5/14/1987 17:00,0,62
5/14/1987 18:00,0,59
5/14/1987 19:00,0,57
5/14/1987 20:00,0,55
5/14/1987 21:00,0,54
5/14/1987 22:00,0,55
5/14/1987 23:00,0,54
5/15/1987 0:00,0,53
5/15/1987 1:00,0,53
5/15/1987 2:00,0,53
5/15/1987 3:00,0,52
5/15/1987 4:00,0,51
5/15/1987 5:00,0,51
5/15/1987 6:00,0,52
5/15/1987 7:00,0,52
5/15/1987 8:00,0,53
5/15/1987 9:00,0,55
5/15/1987 10:00,0,56
5/15/1987 11:00,0,56
5/15/1987 12:00,0,56
5/15/1987 13:00,0,57
5/15/1987 14:00,0,58
5/15/1987 15:00,0,58
5/15/1987 16:00,0,59
5/15/1987 17:00,0,57
5/15/1987 18:00,0,55
5/15/1987 19:00,0,55
5/15/1987 20:00,0,53
5/15/1987 21:00,0,53
5/15/1987 22:00,0,51
5/15/1987 23:00,0,50
5/16/1987 0:00,0,48
5/16/1987 1:00,0,47
5/16/1987 2:00,0,47
5/16/1987 3:00,0,47
5/16/1987 4:00,0,46
5/16/1987 5:00,0,42
5/16/1987 6:00,0,47
5/16/1987 7:00,0,49
5/16/1987 8:00,0,52
5/16/1987 9:00,0,53
5/16/1987 10:00,0,54
5/16/1987 11:00,0,56
5/16/1987 12:00,0,59
5/16/1987 13:00,0,59
5/16/1987 14:00,0,59
5/16/1987 15:00,0,63
5/16/1987 16:00,0,62
5/16/1987 17:00,0,63
5/16/1987 18:00,0,60
5/16/1987 19:00,0,58
5/16/1987 20:00,0,53
5/16/1987 21:00,0,55
5/16/1987 22:00,0,54
5/16/1987 23:00,0,51
5/17/1987 0:00,0,50
5/17/1987 1:00,0,48
5/17/1987 2:00,0,45
5/17/1987 3:00,0,46
5/17/1987 4:00,0,46
5/17/1987 5:00,0,45
5/17/1987 6:00,0,47
5/17/1987 7:00,0,47
5/17/1987 8:00,0,48
5/17/1987 9:00,0,51
5/17/1987 10:00,0,51
5/17/1987 11:00,0,54
5/17/1987 12:00,0,56
5/17/1987 13:00,0,58
5/17/1987 14:00,0,58
5/17/1987 15:00,0,59
5/17/1987 16:00,0,61
5/17/1987 17:00,0,61
5/17/1987 18:00,0,60
5/17/1987 19:00,0,55
5/17/1987 20:00,0,57
5/17/1987 21:00,0,56
5/17/1987 22:00,0,53
5/17/1987 23:00,0,51
5/18/1987 0:00,0,51
5/18/1987 1:00,0,48
5/18/1987 2:00,0,47
5/18/1987 3:00,0,46
5/18/1987 4:00,0,46
5/18/1987 5:00,0,46
5/18/1987 6:00,0,46
5/18/1987 7:00,0,47
5/18/1987 8:00,0,49
5/18/1987 9:00,0,52
5/18/1987 10:00,0,55
5/18/1987 11:00,0,56
5/18/1987 12:00,0,55
5/18/1987 13:00,0,56
5/18/1987 14:00,0,54
5/18/1987 15:00,0,53
5/18/1987 16:00,0,53
5/18/1987 17:00,0,53
5/18/1987 18:00,0,54
5/18/1987 19:00,0,51
5/18/1987 20:00,0,50
5/18/1987 21:00,0,49
5/18/1987 22:00,0,47
5/18/1987 23:00,0,46
5/19/1987 0:00,0,44
5/19/1987 1:00,0,42
5/19/1987 2:00,0,42
5/19/1987 3:00,0,42
5/19/1987 4:00,0,42
5/19/1987 5:00,0,41
5/19/1987 6:00,0,44
5/19/1987 7:00,0,46
5/19/1987 8:00,0,48
5/19/1987 9:00,0,52
5/19/1987 10:00,0,53
5/19/1987 11:00,0,55
5/19/1987 12:00,0,58
5/19/1987 13:00,0,61
5/19/1987 14:00,0,61
5/19/1987 15:00,0,60
5/19/1987 16:00,0,64
5/19/1987 17:00,0,62
5/19/1987 18:00,0,62
5/19/1987 19:00,0,58
5/19/1987 20:00,0,54
5/19/1987 21:00,0,52
5/19/1987 22:00,0,50
5/19/1987 23:00,0,48
5/20/1987 0:00,0,51
5/20/1987 1:00,0,49
5/20/1987 2:00,0,47
5/20/1987 3:00,0,44
5/20/1987 4:00,0,46
5/20/1987 5:00,0,44
5/20/1987 6:00,0,46
5/20/1987 7:00,0,50
5/20/1987 8:00,0,52
5/20/1987 9:00,0,55
5/20/1987 10:00,0,60
5/20/1987 11:00,0,62
5/20/1987 12:00,0,64
5/20/1987 13:00,0,65
5/20/1987 14:00,0,67
5/20/1987 15:00,0,67
5/20/1987 16:00,0,68
5/20/1987 17:00,0,67
5/20/1987 18:00,0,66
5/20/1987 19:00,0,63
5/20/1987 20:00,0,57
5/20/1987 21:00,0,60
5/20/1987 22:00,0,57
5/20/1987 23:00,0,56
5/21/1987 0:00,0,54
5/21/1987 1:00,0,53
5/21/1987 2:00,0,51
5/21/1987 3:00,0,50
5/21/1987 4:00,0,49
5/21/1987 5:00,0,49
5/21/1987 6:00,0,50
5/21/1987 7:00,0,52
5/21/1987 8:00,0,54
5/21/1987 9:00,0,57
5/21/1987 10:00,0,61
5/21/1987 11:00,0,64
5/21/1987 12:00,0,65
5/21/1987 13:00,0,67
5/21/1987 14:00,0,68
5/21/1987 15:00,0,70
5/21/1987 16:00,0,68
5/21/1987 17:00,0,68
5/21/1987 18:00,0,66
5/21/1987 19:00,0,63
5/21/1987 20:00,0,58
5/21/1987 21:00,0,56
5/21/1987 22:00,0,52
5/21/1987 23:00,0,52
5/22/1987 0:00,0,50
5/22/1987 1:00,0,50
5/22/1987 2:00,0,49
5/22/1987 3:00,0,48
5/22/1987 4:00,0,47
5/22/1987 5:00,0,48
5/22/1987 6:00,0,49
5/22/1987 7:00,0,49
5/22/1987 8:00,0,51
5/22/1987 9:00,0,52
5/22/1987 10:00,0,55
5/22/1987 11:00,0,56
5/22/1987 12:00,0,57
5/22/1987 13:00,0,59
5/22/1987 14:00,0,61
5/22/1987 15:00,0,63
5/22/1987 16:00,0,63
5/22/1987 17:00,0,62
5/22/1987 18:00,0,62
5/22/1987 19:00,0,60
5/22/1987 20:00,0,55
5/22/1987 21:00,0,54
5/22/1987 22:00,0,54
5/22/1987 23:00,0,52
5/23/1987 0:00,0,51
5/23/1987 1:00,0,48
5/23/1987 2:00,0,49
5/23/1987 3:00,0,48
5/23/1987 4:00,0,47
5/23/1987 5:00,0,47
5/23/1987 6:00,0,49
5/23/1987 7:00,0,51
5/23/1987 8:00,0,55
5/23/1987 9:00,0,59
5/23/1987 10:00,0,59
5/23/1987 11:00,0,63
5/23/1987 12:00,0,66
5/23/1987 13:00,0,67
5/23/1987 14:00,0,66
5/23/1987 15:00,0,69
5/23/1987 16:00,0,69
5/23/1987 17:00,0,68
5/23/1987 18:00,0,66
5/23/1987 19:00,0,63
5/23/1987 20:00,0,58
5/23/1987 21:00,0,58
5/23/1987 22:00,0,57
5/23/1987 23:00,0,55
5/24/1987 0:00,0,54
5/24/1987 1:00,0,53
5/24/1987 2:00,0,49
5/24/1987 3:00,0,48
5/24/1987 4:00,0,50
5/24/1987 5:00,0,47
5/24/1987 6:00,0,50
5/24/1987 7:00,0,51
5/24/1987 8:00,0,59
5/24/1987 9:00,0,60
5/24/1987 10:00,0,63
5/24/1987 11:00,0,64
5/24/1987 12:00,0,66
5/24/1987 13:00,0,69
5/24/1987 14:00,0,71
5/24/1987 15:00,0,69
5/24/1987 16:00,0,71
5/24/1987 17:00,0,71
5/24/1987 18:00,0,69
5/24/1987 19:00,0,65
5/24/1987 20:00,0,59
5/24/1987 21:00,0,56
5/24/1987 22:00,0,53
5/24/1987 23:00,0,51
5/25/1987 0:00,0,48
5/25/1987 1:00,0,48
5/25/1987 2:00,0,47
5/25/1987 3:00,0,48
5/25/1987 4:00,0,48
5/25/1987 5:00,0,48
5/25/1987 6:00,0,48
5/25/1987 7:00,0,49
5/25/1987 8:00,0,48
5/25/1987 9:00,0,50
5/25/1987 10:00,0,50
5/25/1987 11:00,0,51
5/25/1987 12:00,0,52
5/25/1987 13:00,0,54
5/25/1987 14:00,0,53
5/25/1987 15:00,0,54
5/25/1987 16:00,0,56
5/25/1987 17:00,0,58
5/25/1987 18:00,0,59
5/25/1987 19:00,0,57
5/25/1987 20:00,0,57
5/25/1987 21:00,0,55
5/25/1987 22:00,0,53
5/25/1987 23:00,0,52
5/26/1987 0:00,0,51
5/26/1987 1:00,0,51
5/26/1987 2:00,0,50
5/26/1987 3:00,0,50
5/26/1987 4:00,0,50
5/26/1987 5:00,0,50
5/26/1987 6:00,0,50
5/26/1987 7:00,0,50
5/26/1987 8:00,0,51
5/26/1987 9:00,0,51
5/26/1987 10:00,0,52
5/26/1987 11:00,0,54
5/26/1987 12:00,0,55
5/26/1987 13:00,0,56
5/26/1987 14:00,0,56
5/26/1987 15:00,0,58
5/26/1987 16:00,0,58
5/26/1987 17:00,0,58
5/26/1987 18:00,0,57
5/26/1987 19:00,0,56
5/26/1987 20:00,0,55
5/26/1987 21:00,0,53
5/26/1987 22:00,0,52
5/26/1987 23:00,0,52
5/27/1987 0:00,0,51
5/27/1987 1:00,0,51
5/27/1987 2:00,0,50
5/27/1987 3:00,0,50
5/27/1987 4:00,0,50
5/27/1987 5:00,0,50
5/27/1987 6:00,0,50
5/27/1987 7:00,0,50
5/27/1987 8:00,0,51
5/27/1987 9:00,0,52
5/27/1987 10:00,0,54
5/27/1987 11:00,0,53
5/27/1987 12:00,0,56
5/27/1987 13:00,0,56
5/27/1987 14:00,0,56
5/27/1987 15:00,0,58
5/27/1987 16:00,0,59
5/27/1987 17:00,0,57
5/27/1987 18:00,0,57
5/27/1987 19:00,0,56
5/27/1987 20:00,0,55
5/27/1987 21:00,0,54
5/27/1987 22:00,0,53
5/27/1987 23:00,0,52
5/28/1987 0:00,0,52
5/28/1987 1:00,0,51
5/28/1987 2:00,0,51
5/28/1987 3:00,0,51
5/28/1987 4:00,0,51
5/28/1987 5:00,0,51
5/28/1987 6:00,0,50
5/28/1987 7:00,0,50
5/28/1987 8:00,0,51
5/28/1987 9:00,0,52
5/28/1987 10:00,0,56
5/28/1987 11:00,0,59
5/28/1987 12:00,0,61
5/28/1987 13:00,0,60
5/28/1987 14:00,0,62
5/28/1987 15:00,0,61
5/28/1987 16:00,0,60
5/28/1987 17:00,0,59
5/28/1987 18:00,0,57
5/28/1987 19:00,0,56
5/28/1987 20:00,0,54
5/28/1987 21:00,0,52
5/28/1987 22:00,0,50
5/28/1987 23:00,0,49
5/29/1987 0:00,0,48
5/29/1987 1:00,0,50
5/29/1987 2:00,0,50
5/29/1987 3:00,0,49
5/29/1987 4:00,0,49
5/29/1987 5:00,0,48
5/29/1987 6:00,0,49
5/29/1987 7:00,0,51
5/29/1987 8:00,0,53
5/29/1987 9:00,0,56
5/29/1987 10:00,0,60
5/29/1987 11:00,0,61
5/29/1987 12:00,0,62
5/29/1987 13:00,0,64
5/29/1987 14:00,0,64
5/29/1987 15:00,0,64
5/29/1987 16:00,0,63
5/29/1987 17:00,0,62
5/29/1987 18:00,0,60
5/29/1987 19:00,0,53
5/29/1987 20:00,0,51
5/29/1987 21:00,0,50
5/29/1987 22:00,0,51
5/29/1987 23:00,0,50
5/30/1987 0:00,0,51
5/30/1987 1:00,0,51
5/30/1987 2:00,0,51
5/30/1987 3:00,0,51
5/30/1987 4:00,0,51
5/30/1987 5:00,0,52
5/30/1987 6:00,0,52
5/30/1987 7:00,0,52
5/30/1987 8:00,0,53
5/30/1987 9:00,0,56
5/30/1987 10:00,0,56
5/30/1987 11:00,0,58
5/30/1987 12:00,0,60
5/30/1987 13:00,0,59
5/30/1987 14:00,0,54
5/30/1987 15:00,0,56
5/30/1987 16:00,0,60
5/30/1987 17:00,0,58
5/30/1987 18:00,0,59
5/30/1987 19:00,0,55
5/30/1987 20:00,0,53
5/30/1987 21:00,0,53
5/30/1987 22:00,0,52
5/30/1987 23:00,0,50
5/31/1987 0:00,0,50
5/31/1987 1:00,0,49
5/31/1987 2:00,0,49
5/31/1987 3:00,0,49
5/31/1987 4:00,0,49
5/31/1987 5:00,0,49
5/31/1987 6:00,0,49
5/31/1987 7:00,0,50
5/31/1987 8:00,0,52
5/31/1987 9:00,0,55
5/31/1987 10:00,0,54
5/31/1987 11:00,0,56
5/31/1987 12:00,0,58
5/31/1987 13:00,0,58
5/31/1987 14:00,0,59
5/31/1987 15:00,0,59
5/31/1987 16:00,0,59
5/31/1987 17:00,0,57
5/31/1987 18:00,0,54
5/31/1987 19:00,0,53
5/31/1987 20:00,0,51
5/31/1987 21:00,0,50
5/31/1987 22:00,0,50
5/31/1987 23:00,0,49
